,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
249,42896,27.0,4.5,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,11,20002.52025131765
250,5654,26.0,4.8,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,20002.520251317605
251,3779,22.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.520251317605
252,25315,20.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,17,20002.520251317605
253,3344,37.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.520251317605
254,31261,35.0,4.0,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.520251317605
255,36612,39.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,50,20002.520251317605
256,39753,25.0,4.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.520251317605
257,28140,20.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.520251317605
258,12967,30.0,4.8,Sunny,Low,1,Drinks,motorcycle,,No,Metropolitian,12,20002.520251317605
259,23480,25.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,16,20002.520251317605
260,6633,24.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,12,20002.520251316964
261,313,24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,20002.520251316964
262,26818,,,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.520251316964
263,44678,26.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.520251316964
264,5961,30.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520251316964
265,32223,26.0,5.0,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.520251316964
266,40462,33.0,4.2,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,39,20002.520251316964
267,13657,30.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.520251316964
268,4194,39.0,4.1,Stormy,Jam,2,Meal,scooter,3.0,Yes,Metropolitian,42,20002.520251316964
269,21270,36.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,41,20002.520251316964
270,4497,24.0,4.3,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.520251316964
271,23796,32.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,29,20002.520251316964
272,10951,20.0,5.0,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,10,20002.520251316964
273,42673,22.0,5.0,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,20002.520251316815
274,13295,35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.520251316815
275,25715,37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,20002.520251316815
276,38755,25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,20002.520251316815
277,4650,35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.520251316815
278,8223,23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.520251316815
279,22887,35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.520251316815
280,21907,39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,20002.520251316815
281,9619,38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.520251316815
282,28980,32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,20002.520251316815
283,38510,31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20002.520251316815
284,18321,33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.5202513016
285,3063,27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.5202513016
286,44691,28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,20002.5202513016
287,2115,30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.5202513016
288,7880,36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,20002.5202513016
289,21948,33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.5202513016
290,42899,34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.5202513016
291,248,33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.5202513016
292,42406,30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.5202513016
293,36541,23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.5202513016
294,7627,20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.5202513016
295,35717,25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.520251297814
296,22079,22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,20002.520251297814
297,44819,37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.520251297814
298,40732,31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.520251297814
299,13988,32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.520251297814
300,25288,23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,20002.520251297814
301,5231,37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20002.520251297814
302,37043,37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,20002.520251297814
303,83,34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.520251297814
304,12335,28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,20002.520251297814
305,2053,25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,20002.52025128374
306,43350,28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.52025128374
307,18245,25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.52025128374
308,22776,29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,20002.52025128374
309,43874,38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,20002.52025128374
310,22762,23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.52025128374
311,25133,21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,20002.52025128374
312,15255,25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.52025128374
313,26072,21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.52025128374
314,20179,39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.52025128374
315,27226,39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,20002.52025128374
316,43237,33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.52025128374
317,38551,35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.520251244823
318,11647,23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,20002.520251244823
319,15384,35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.520251244823
320,41069,29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251244823
321,32545,,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,20002.520251244823
322,31591,35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.520251244823
323,41478,24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,20002.520251244823
324,8713,,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,20002.520251244823
325,41145,33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,20002.520251240134
326,4191,28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,20002.520251240134
327,22489,22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.520251240134
328,30212,31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.520251240134
329,27034,39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,20002.520251240134
330,31168,26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.520251240134
331,31438,37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,20002.520251240134
332,37616,36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520251240134
333,16170,34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,20002.520251240134
334,8343,25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,20002.520251240134
335,5960,32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,20002.520251240134
336,37687,26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,20002.520251240134
337,3853,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,20002.520251240134
338,43988,32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.520251131635
339,23905,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.520251131635
340,34605,39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,20002.520251131635
341,41798,36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,20002.520251131635
342,29357,32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.520251131635
343,29365,26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.520251131635
344,13904,35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.520251131635
345,41939,25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251131635
346,5172,35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,20002.520251131635
347,26291,38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.52025075938
348,2295,32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,20002.52025075938
349,32290,27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,20002.52025075938
350,14700,23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.52025075938
351,4640,32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.520250757818
352,35045,38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,20002.520250757818
353,12859,25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,20002.520250757818
354,26068,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.52025074798
355,37221,20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.52025074798
356,37446,39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,20002.52025074798
357,28972,35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,20002.52025074713
358,19442,26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,20002.52025074713
359,42549,27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,20002.52025074713
360,6502,20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,20002.520250746507
361,18421,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.520250746507
362,21342,32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.520250746507
363,5078,21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,20002.52025074511
364,26941,25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.52025074511
365,41466,22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,20002.52025074511
366,37730,20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,20002.52025074181
367,31245,22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,20002.52025074181
368,29214,36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.520250739977
369,44756,30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,20002.520250739977
370,28279,26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.52025073624
371,16164,22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.52025073509
372,4974,36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.52025073509
373,431,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,20002.520250734502
374,37622,32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.52025073221
375,45446,22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.52025073221
376,27673,37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,20002.52025073221
377,18960,29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,20002.520250731694
378,8313,20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.520250731694
379,28843,35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,20002.520250731694
380,6324,38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.520250731573
381,11591,35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.520250731573
382,22871,32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,20002.520250731573
383,23198,20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,20002.520250731573
384,45267,23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.520250729507
385,21385,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.520250729507
386,23514,34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,20002.52025072816
387,36311,22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.52025072816
388,15361,32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520250720732
389,13745,35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.520250720732
390,34685,22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,20002.520249383313
391,42866,,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.520249383313
392,22818,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,20002.520249383313
393,5321,39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.520249383313
394,36350,37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.52024938057
395,21897,30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.52024937982
396,13649,24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,20002.52024937664
397,9162,32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20002.52024937664
398,24441,29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,20002.52024937664
399,18246,34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.52024937664
400,45157,22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,20002.52024937658
401,18772,36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.52024937658
402,41726,36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.52024937658
403,10764,,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,20002.520249374986
404,13802,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,20002.520249374986
405,1555,38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.520249374986
406,21479,21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.520249373556
407,31054,27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.520249373556
408,30925,20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,20002.520249373556
409,20254,29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,20002.520249372632
410,11402,29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.520249372465
411,12854,23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,20002.520249372465
412,25131,38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,20002.520249372465
413,32005,26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,20002.520249370904
414,18463,26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.520249370904
415,1997,32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,20002.520249370886
416,22747,31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.520249370886
417,39558,29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.520249370304
418,10012,21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.520249370304
419,39521,,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520249370304
420,26326,27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.520249370024
421,34098,32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,20002.520249370024
422,17417,22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.520249370024
423,40323,34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,20002.520249370024
424,1558,35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.52024936258
425,33138,29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.52024936258
426,5081,35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.52024936258
427,8201,30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.52024936258
428,32163,36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520246778717
429,32870,33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,20002.520246778717
430,32141,,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.520246778717
431,738,37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520246778717
432,10378,30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.520246778717
433,709,32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,20002.520246778717
434,9464,36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,20002.520246778717
435,31866,38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520246778717
436,43335,36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.520246778717
437,18169,38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,20002.520246778717
438,5098,29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.520246757063
439,45083,37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.520246757063
440,29557,20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520246757063
441,21056,38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,20002.520246757063
442,36988,25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,20002.520246757063
443,43105,39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,20002.520246757063
444,44051,32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.520246757063
445,45246,25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.520246757063
446,23307,26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,20002.520246757063
447,17792,27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,20002.520246757063
448,25065,29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.520246757063
449,30127,37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.520246757063
450,16054,38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,20002.520246757063
451,18358,23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,20002.520246757063
452,37813,29.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.520246757063
453,6824,33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.520246727137
454,15341,39.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,20002.520246727137
455,35472,26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.520246727137
456,3116,32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.520246727137
457,25646,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,20002.520246727137
458,14584,34.0,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,20002.520246727137
459,34858,28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.520246727137
460,43725,34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.520246727137
461,39595,34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,20002.520246727137
462,23452,39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.520246727137
463,29213,21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.520246727137
464,20844,36.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.520246727137
465,11641,30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,20002.520246727137
466,27502,31.0,4.3,Sandstorms,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,42,20002.520246727137
467,29905,33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.520246727
468,24164,32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.520246727
469,34722,34.0,4.3,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520246727
470,7162,31.0,4.3,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.520246727
471,12689,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.520246727
472,24424,33.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.520246727
473,17588,39.0,4.1,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.520246727
474,1549,29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520246727
475,44305,30.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Urban,44,20002.520246727
476,36056,25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10,20002.520246727
477,21613,25.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,20002.520246727
478,4068,24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,20002.520246727
479,13298,27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,20002.520246727
480,25903,24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520246727
481,16224,23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520246727
482,41967,30.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,20002.52024672258
483,26513,37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,20002.52024672258
484,25787,31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.52024672258
485,39786,39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.52024672258
486,12894,20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,20002.52024672258
487,31428,33.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.52024672258
488,10458,35.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,20002.52024672258
489,3803,28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,20002.52024672258
490,3566,21.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,20002.52024672258
491,5174,38.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.52024672258
492,32472,22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.52024672258
493,20992,32.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.520246720676
494,6707,30.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.520246720676
495,14402,35.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,20002.520246720676
496,10653,30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.520246720676
497,31157,24.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.520246720676
498,6271,31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.520246720676
